videoId,dataset,channelName,title,publishedAt,category,primary_topic_id,primary_topic_keywords
lP0lwQLA7f4,a_b,AfD-Fraktion Bundestag,AfD-Fraktion nimmt Özdemir ins Kreuzverhör! - AfD-Fraktion im Bundestag,2023-12-13T17:00:42Z,other,37,"tierschutz, sachsen, freiberg, wolf, freunde, liebe freunde, kretschm, tierhaltung"
lP84s3LfJso,a_b,AfD-Fraktion Bundestag,Arbeitsminister Heil setzt falsche Akzente! - Ulrike Schielke-Ziesing - AfD-Fraktion im Bundestag,2019-09-13T08:28:01Z,other,-1,outlier
LPAa5PPkZ1E,a_b,AfD-Fraktion Bundestag,🇩🇪🇫🇷Duale Ausbildungspolitik: Nur ein Schaufenstergesetz! Nicole Höchst - AfD-Fraktion im Bundestag,2024-05-18T12:00:19Z,other,-1,outlier
LpCI962m9CI,a_b,AfD-Fraktion Bundestag,Grüner Deutschenhass & die chaotische Außenpolitik! | Berliner Gespräche mit Armin-Paul Hampel,2019-11-19T18:00:12Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
LpD82R6Q420,a_b,AfD-Fraktion Bundestag,"Gottfried Curio: ""Vom Rechtsstaat zum Gesinnungsstaat!"" - AfD-Fraktion im Bundestag",2018-09-17T14:09:53Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
LpEl0WZTazI,a_b,AfD TV,"Wer Grenzen abschaffen will, hasst seine Heimat",2022-04-02T10:00:57Z,migration,1,"migranten, migration, flüchtlinge, deutschland, asyl, asylbewerber, grenzen, eu"
lPIcVm2aais,a_b,AfD TV,Wer würde Alice Weidel hier nicht zustimmen?,2021-08-15T07:00:28Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
LPJrEG6ebhc,a_b,AfD-Fraktion Bundestag,Emotionaler Appell von Martin Sichert: Impfnebenwirkungen endlich ernst nehmen! - AfD-Fraktion,2022-07-07T09:30:06Z,other,2,"impfung, corona, impfpflicht, patienten, virus, lauterbach, impfen, impfstoff"
lPle23iK1KE,a_b,AfD-Fraktion Bundestag,Bundeswehr: Mission „Sea  Guardian“ muss heute beendet werden! - Jan Nolte - AfD-Fraktion,2020-03-13T11:34:43Z,other,18,"soldaten, bundeswehr, einsatz, streitkräfte, mali, verteidigung, soldat, guardian"
LPPBpqd4lSk,a_b,AfD TV,Das ist Pseudo-Meinungsfreiheit!,2021-06-24T15:00:08Z,other,-1,outlier
lpxTP66Dgfk,a_b,AfD-Fraktion Bundestag,Wir fordern: Keine Sanktionen gegen Russland! Petr Bystron - AfD-Fraktion im Bundestag,2022-02-23T17:59:35Z,other,-1,outlier
Lq3NxpySKSE,a_b,AfD TV,Medikamenten-Flohmarkt? Lebensgefährlich!,2022-12-23T13:11:34Z,other,12,"tage deutschland, sieben tage, podcast, sieben, tage, wochenend, wochenend podcast, afg"
LQ6D_ZC-KW8,a_b,AfD-Fraktion Bundestag,Schluss mit Überlastung: Individuelles Asylrecht muss weg! - Tobias Peterka - AfD-Fraktion,2025-11-27T14:30:20Z,other,-1,outlier
Lq9tavJu9tI,a_b,AfD TV,Kay Gottschalk zum Stand der Wirecard-Aufarbeitung | AfD aktuell,2021-01-28T09:39:21Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
lQbC0t4tiTY,a_b,AfD-Fraktion Bundestag,Thilo Sarrazin hatte Recht: Deutschland schafft sich ab! Jörn König - AfD-Fraktion im Bundestag,2022-12-04T10:00:18Z,other,-1,outlier
lqca_YkYWkQ,a_b,AfD-Fraktion Bundestag,Da höre ich Walter Ulbricht in der Hölle Beifall klatschen! - Martin Reichardt - AfD-Fraktion,2020-06-19T12:27:12Z,other,-1,outlier
lqfDBiVcxS4,a_b,AfD-Fraktion Bundestag,AfD-Vizepräsident und Gremienvorsitzende wieder verweigert!,2019-12-12T16:07:54Z,other,-1,outlier
LqmgLegfDcg,a_b,AfD-Fraktion Bundestag,Wahnsinn! So macht Baerbock Deutschland fertig! Dr. Michael Espendiller - AfD-Fraktion im Bundestag,2023-09-06T13:00:30Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
LQmOR3pHe_w,a_b,AfD-Fraktion Bundestag,Peter Bohnhof spricht zum neuen Mindestlohnentwurf! - AfD-Fraktion im Bundestag,2025-06-12T11:00:36Z,other,-1,outlier
lQpiCsY7ghg,a_b,AfD TV,AfD-TV im Gespräch: Kriminalität in Sachsen-Anhalt,2021-05-21T13:40:41Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
Lqr_q_HsGaI,a_b,AfD-Fraktion Bundestag,"""Gelobt sei der Mittelstand!"" - Dr. Joachim Keiler - Mittelstandstagung der AfD-Fraktion",2019-05-20T13:37:30Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
LQwnXNwwlx0,a_b,AfD-Fraktion Bundestag,Rente 2. Klasse für Deutsche 2. Klasse! - Jürgen Pohl - AfD-Fraktion im Bundestag,2019-10-17T16:05:03Z,other,-1,outlier
LQWrTXJWbVU,a_b,AfD-Fraktion Bundestag,Presseerklärung von Alice Weidel und Tino Chrupalla! - AfD-Fraktion im Bundestag,2022-10-11T12:59:18Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
lQZvBZpqLls,a_b,AfD TV,Julian Flak | EU-Wahl '19 – Listenplatz 22,2019-01-14T09:21:50Z,other,-1,outlier
LR5MP7KLeqg,a_b,AfD-Fraktion Bundestag,Für diesen Supergau von Regierung werden noch unsere Urenkel zahlen müssen! - Norbert Kleinwächter,2020-12-21T10:00:13Z,other,-1,outlier
lrB-dL8VfdE,a_b,AfD-Fraktion Bundestag,Tödliche Nebenwirkungen von Migration sind offensichtlich! - Alexander Gauland - AfD-Fraktion,2018-11-21T10:53:34Z,other,-1,outlier
LREP1UHYbo0,a_b,AfD-Fraktion Bundestag,Lohnt sich Arbeit überhaupt noch? - Jörg Schneider - AfD-Bürgerdialog Schloss Holte,2019-01-31T13:50:56Z,migration,1,"migranten, migration, flüchtlinge, deutschland, asyl, asylbewerber, grenzen, eu"
lroGA6lDXw8,a_b,AfD-Fraktion Bundestag,Sie lassen die Menschen allein! - Norbert Kleinwächter - AfD-Fraktion im Bundestag,2021-06-13T11:30:19Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
LrSFLhP9658,a_b,AfD-Fraktion Bundestag,Clankriminalität: Aufgebrachter Bernd Baumann teilt heftig gegen Altparteien aus! - AfD-Fraktion,2023-07-07T14:00:14Z,migration,9,"extreme rechte, polizei, rechte, äh, extreme, clans, rechten, migranten"
lrTAR9EPJdU,a_b,AfD TV,10 Jahre AfD: Bereit für mehr!,2023-02-06T17:00:34Z,other,-1,outlier
LRytE7RFfuM,a_b,AfD-Fraktion Bundestag,Wir dürfen uns nicht in diesen Krieg hineinziehen lassen! #afdfraktion #bundestag #weidel #ukraine,2023-01-24T15:28:38Z,other,-1,outlier
Ls-xsjHWAYQ,a_b,AfD-Fraktion Bundestag,Deutsche werden zur Minderheit im eigenen Land! - Mariana Harder-Kühnel - AfD-Fraktion im Bundestag,2021-04-23T15:00:22Z,other,-1,outlier
lS5ewr-VxHU,a_b,AfD TV,"Dirk Nockemann: Rechtsstaat durchsetzen, kriminelle Migranten abschieben!",2025-02-27T17:57:22Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
lSan_O-VPAU,a_b,AfD-Fraktion Bundestag,Ihre feuchten Enteignungsträume werden teuer! - Dr. Rainer Kraft - AfD-Fraktion im Bundestag,2021-05-30T16:00:30Z,climate,3,"co2, strom, klima, energie, energiewende, gas, kernenergie, euro"
LSC9TNTDOy0,a_b,AfD-Fraktion Bundestag,Altparteien nutzen Verfassungsschutz als Waffe gegen die AfD! - Bernd Baumann,2019-04-05T14:54:11Z,other,16,"grünen, rot, antrag grünen, grün, grüne, antrag, rot rot, linken"
LSdH6AxoHlg,a_b,AfD-Fraktion Bundestag,Raumfahrtministerium = Etikettenschwindel! - Sergej Minich - AfD-Fraktion im Bundestag,2025-11-28T14:00:42Z,other,51,"raumfahrt, tage deutschland, afd, lufthansa, vinzenz, nordrhein westfalen, bundeszentrale politische, nordrhein"
LsGAxkEh-ME,a_b,AfD-Fraktion Bundestag,Realität an Schulen: Die Gewalt ist latent vorhanden! Nicole Höchst - AfD-Fraktion im Bundestag,2023-03-17T08:00:09Z,other,24,"kinder, eltern, kindern, lehrer, mittagessen, rechtsanspruch, ukrainer, schulen"
lshhJARzlpk,a_b,AfD-Fraktion Bundestag,Die Lufthoheit über den Kinderbetten gehört den Eltern! - Mariana Harder-Kühnel - AfD-Fraktion,2019-06-06T11:32:11Z,other,27,"kinder, heranziehung, musik musik, familien, musik, blackout, eltern, jugendhilfe"
LSILquFMKSg,a_b,AfD-Fraktion Bundestag,"Herr Lauterbach, treten Sie zurück! #afd #sichert #bundestag",2023-04-28T10:10:43Z,other,24,"kinder, eltern, kindern, lehrer, mittagessen, rechtsanspruch, ukrainer, schulen"
lSKBKH4eueA,a_b,AfD-Fraktion Bundestag,Vermögenssteuer: Diana Zimmer nimmt sich Reichinnek vor! 😂 - AfD-Fraktion im Bundestag,2026-03-06T10:29:29Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
lsKpuea__MU,a_b,AfD TV,Irmhild Boßdorf: „Ich will meinen Kindern ein Europa der Vaterländer hinterlassen!“,2024-05-31T12:41:36Z,other,-1,outlier
LsNxNhkrRmw,a_b,AfD-Fraktion Bundestag,Die EU ist für Deutschland ein Verlustgeschäft! Prof. Dr. Harald Weyel - AfD-Fraktion im Bundestag,2024-02-09T08:00:13Z,other,-1,outlier
lsrs-rrTn9I,a_b,AfD-Fraktion Bundestag,Regierung lässt die Maske fallen! - Norbert Kleinwächter - AfD-Fraktion im Bundestag,2020-10-07T09:00:09Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
Lt-W154TS9w,a_b,AfD-Fraktion Bundestag,Stoppen Sie mit uns diese Migrationspolitik! Carolin Bachmann - AfD-Fraktion im Bundestag,2022-02-20T16:00:36Z,other,-1,outlier
Lt4-WhBb3lo,a_b,AfD TV,Inflation explodiert: WANN HANDELN SIE?,2022-02-21T12:59:57Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
lTA7Ozq5I8A,a_b,AfD-Fraktion Bundestag,Nur die AfD wird die Probleme lösen! - Interview zu Freibadproblematik,2025-07-02T07:47:25Z,other,-1,outlier
lTFBZYYEZpw,a_b,AfD-Fraktion Bundestag,"""Klimawahn hält Einzug ins deutsche Gesetzbuch!"" - Kay Gottschalk - AfD-Fraktion im Bundestag",2019-09-27T13:14:43Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
Ltjpl5FZhVc,a_b,AfD-Fraktion Bundestag,"""Gleichwertige Lebensverhältnisse für den Osten!"" - Enrico Komning - AfD-Fraktion im Bundestag",2019-09-27T12:53:20Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
LTKDZOMCFLA,a_b,AfD-Fraktion Bundestag,Afghanistan-Einsatz: Die Schuldigen sitzen hier! Stefan Keuter - AfD-Fraktion im Bundestag,2022-07-14T15:30:04Z,other,22,"afghanistan, taliban, afghanen, afghanische, ortskräfte, hindukusch, kabul, pakistan"
LtnRdudMbm8,a_b,AfD-Fraktion Bundestag,"Wir danken den 100.000 Bauern, die sich Tierschutzgerecht verhalten - von Gottberg - AfD-Fraktion",2021-04-04T11:00:05Z,other,37,"tierschutz, sachsen, freiberg, wolf, freunde, liebe freunde, kretschm, tierhaltung"
Ltp2dzpyBDE,a_b,AfD-Fraktion Bundestag,Bürgergeld wird zum Migrationsmagneten! #chrupalla #afd #bundestag,2023-11-14T15:25:04Z,migration,1,"migranten, migration, flüchtlinge, deutschland, asyl, asylbewerber, grenzen, eu"
ltrBpXNJkhc,a_b,AfD-Fraktion Bundestag,Pressekonferenz: Organstreitverfahren zur Offenlegung von Journalistennamen - AfD-Fraktion,2023-09-26T10:51:15Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
lTU0Ojmf67o,a_b,AfD-Fraktion Bundestag,Alice Weidel rechnet mit der neuen Ampel-Regierung ab! - AfD-Fraktion im Bundestag,2021-12-15T10:54:38Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
Lu4oQ0qqB2Y,a_b,AfD-Fraktion Bundestag,"Für wie blöd halten Sie die Leute, Frau Ministerin? - Dr. Rainer Kraft - AfD-Fraktion im Bundestag",2020-11-28T08:00:04Z,other,-1,outlier
lufnZQ-JObI,a_b,AfD-Fraktion Bundestag,Dr. Robby Schlund rechnet mit der Corona-Politik der Regierung ab! - AfD-Fraktion im Bundestag,2021-02-12T11:15:55Z,other,-1,outlier
luom2JdU6HE,a_b,AfD TV,AfD-Parteitag | Die Stimmen der Delegierten,2019-12-05T22:31:41Z,other,-1,outlier
lv33RfFmDpA,a_b,AfD-Fraktion Bundestag,Multikulti-Feminismus ist frauenfeindlich! - Mariana Harder-Kühnel - AfD-Fraktion im Bundestag,2021-03-08T11:14:39Z,other,-1,outlier
LV7LzZv4H10,a_b,AfD-Fraktion Bundestag,Völlig irre: Habeck will Bürger zum Energiesparen zwingen! - Tino Chrupalla - AfD-Fraktion,2022-06-21T12:56:58Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
lv7vxhb8Ars,a_b,AfD TV,Björn Höcke auf dem AfD-Bundesparteig in Augsburg,2018-06-30T11:49:33Z,other,-1,outlier
Lv9QsHyb4PA,a_b,AfD-Fraktion Bundestag,Tino Chrupalla liest der neuer Regierung die Leviten! - AfD-Fraktion im Bundestag,2021-12-15T14:00:08Z,other,-1,outlier
lVD8i6RU7mQ,a_b,AfD-Fraktion Bundestag,Klimaziele am Arbeitsplatz: Ist das Ihr Ernst?! Jürgen Pohl - AfD-Fraktion im Bundestag,2023-04-29T16:00:28Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
LVlj6VKdqe8,a_b,AfD-Fraktion Bundestag,Weinbauer sind keine Klimakiller - Dr. Christian Wirth - AfD-Fraktion im Bundestag,2020-11-30T11:00:09Z,other,-1,outlier
lVtf1liVi6I,a_b,AfD TV,💙 Freiheit statt Bevormundung! Am 8. Mai in Schleswig-Holstein AfD wählen!,2022-04-11T14:07:07Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
Lw-m9U4v2YE,a_b,AfD TV,Stephan Brandner im Interview auf dem Bundesparteitag 2023,2023-07-29T15:58:33Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
Lw3JxVu8y-s,a_b,AfD TV,Die Kriminalisierung der Spaziergänger ist UNRECHT!,2022-01-19T08:10:13Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
lW98tdlbTV8,a_b,AfD TV,Kindergeld darf kein Anreiz zum Sozialtourismus sein!,2022-04-07T10:00:35Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
lwAJI0oUjQk,a_b,AfD-Fraktion Bundestag,Der Papst war ein Gegner des Wokeismus - Nicole Höchst - Folge#07,2025-04-24T10:31:43Z,other,-1,outlier
lWeyt1Bg5E8,a_b,AfD TV,Jung & Patriotisch: So versagt Deutschland bei der Remigration! - AfD - FPÖ,2024-12-23T11:00:06Z,other,-1,outlier
LWhbEAVfoYM,a_b,AfD-Fraktion Bundestag,💪Warum wir die Jugend fördern: Rückblick auf den 2. Tag der Jugend🇩🇪 der AfD-Fraktion im Bundestag,2023-05-19T16:00:22Z,other,-1,outlier
lwnLUB2rBFo,a_b,AfD TV,Die fünf Linksfraktionen im Hause hätten besser geschwiegen!,2021-05-28T17:30:02Z,other,-1,outlier
lWVfzyQgVFU,a_b,AfD-Fraktion Bundestag,Kommt bald ein Lastenausgleich? Der gläserne Bürger öffnet der Regierung jedenfalls Tür und Tor!,2022-06-11T08:00:26Z,other,-1,outlier
Lx5iQ3Zlcuo,a_b,AfD TV,Neues Hambacher Fest 2018,2018-05-09T18:22:41Z,other,-1,outlier
lxj1-RuwNG0,a_b,AfD-Fraktion Bundestag,Martin Hess knöpft sich Innenminister Dobrindt vor! - AfD-Fraktion im Bundestag,2025-11-27T09:03:43Z,migration,1,"migranten, migration, flüchtlinge, deutschland, asyl, asylbewerber, grenzen, eu"
LxsambIblTY,a_b,AfD-Fraktion Bundestag,Die Bürger dürfen es bezahlen: Lauterbach spielt mit dem Feuer! Wolfgang Wiehle - AfD-Fraktion im BT,2024-09-16T09:00:15Z,other,2,"impfung, corona, impfpflicht, patienten, virus, lauterbach, impfen, impfstoff"
LxX3TbILDpk,a_b,AfD-Fraktion Bundestag,🚫Wir lehnen das grüne Raubrittertum ab! Enrico Komning - AfD-Fraktion im Bundestag,2023-05-26T16:00:11Z,other,47,"extremist, konservative politik, konservative, cdu, berufskraftfahrer, pensionierte, kanzler, ludwig"
lXZ5HcOB2Mg,a_b,AfD-Fraktion Bundestag,Die Grünen: Sie fördern Eskalation statt Diplomatie! Bernd Schattner-AfD-Fraktion im Bundestag,2022-10-25T17:00:32Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
LY_bqcs2ixI,a_b,AfD-Fraktion Bundestag,Lieferkettengesetz stoppen! - Nur die AfD-Fraktion kämpft für den deutschen Mittelstand!,2020-11-03T13:43:05Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
LYlEuz3ck-A,a_b,AfD TV,G. Pazderski: ❝Merkel muss Gewalt gg. AfD verurteilen!❝,2019-01-08T14:02:12Z,other,-1,outlier
lyMg0AYjSLk,a_b,AfD-Fraktion Bundestag,Wir wollen einen Neustart Europas! #bundestag #afdfraktion #europa #eu,2023-08-07T14:13:51Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
lyomQGkEPVA,a_b,AfD-Fraktion Bundestag,Steuergeld ist bei unseren Bürgern besser aufgehoben! - Markus Frohnmaier - AfD-Fraktion,2020-10-05T14:00:19Z,other,-1,outlier
lYXuA5ZF25U,a_b,AfD-Fraktion Bundestag,Spahn attackiert – Chrupalla kontert! 😂 - AfD-Fraktion im Bundestag,2025-11-28T12:51:04Z,other,5,"russland, ukraine, krieg, russischen, russlanddeutschen, putin, bundesregierung, damen"
LzAHq4bmGtE,a_b,AfD TV,"Giffey-Abgang, ""The Great Reset"", der Tag des Grundgesetzes u.v.m. in 7 Tage Deutschland Ausg. 20/21",2021-05-21T11:50:36Z,other,12,"tage deutschland, sieben tage, podcast, sieben, tage, wochenend, wochenend podcast, afg"
lzDEg7gEYu4,a_b,AfD TV,++ AfD-Radio-Spot in Schleswig-Holstein: „Dein Norden – Deine Wahl!“ ++,2022-04-25T18:00:13Z,other,-1,outlier
lzEbSW3uymQ,a_b,AfD-Fraktion Bundestag,LIVE: Pressekonferenz der AfD-Fraktion - Diese Woche im Bundestag,2024-06-04T08:14:49Z,migration,9,"extreme rechte, polizei, rechte, äh, extreme, clans, rechten, migranten"
LZNV2MOd45U,a_b,AfD-Fraktion Bundestag,Antrag der Linken ist dumm - Rüdiger Lucassen - AfD-Fraktion im Bundestag,2022-10-05T12:00:14Z,other,5,"russland, ukraine, krieg, russischen, russlanddeutschen, putin, bundesregierung, damen"
lzr11Z7rHhY,a_b,AfD-Fraktion Bundestag,Volksabstimmungen auf Bundesebene einführen! - Jochen Haug - AfD-Fraktion im Bundestag,2019-04-05T07:53:53Z,other,-1,outlier
LzV1YKeo_xY,a_b,AfD-Fraktion Bundestag,Deutschland steht mit heruntergelassener Hose da!,2022-04-05T10:40:25Z,other,-1,outlier
lzZSay7M-5w,a_b,AfD TV,"""Diese Regierung aus überforderter Fehlbesetzung und starrsinniger Ideologen ist der Brandstifter!""",2024-02-01T12:48:38Z,other,-1,outlier
m-5nBQJgGxM,a_b,AfD-Fraktion Bundestag,FDP wird zum Büttel der Lobbyisten! - Dr. Dirk Spaniel - AfD-Fraktion im Bundestag,2021-03-06T15:00:15Z,climate,3,"co2, strom, klima, energie, energiewende, gas, kernenergie, euro"
M-9neWLKS70,a_b,AfD-Fraktion Bundestag,DDR - 30 Jahre Volkskammerwahl! - Arbeitskreis Menschenrechte der AfD im Bundestag,2020-03-13T09:20:26Z,other,-1,outlier
m-wdONNuWAQ,a_b,AfD-Fraktion Bundestag,Schluss mit diesem Wahnsinn! - Martin Sichert - AfD-Fraktion im Bundestag,2020-10-31T18:00:07Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
M-zPEmXhnvQ,a_b,AfD-Fraktion Bundestag,Heute ist ein schlechter Tag für die parlamentarische Demokratie! - Stephan Brandner - AfD-Fraktion,2022-06-23T11:15:01Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
m06w-rhil2g,a_b,AfD TV,Wir brauchen eine neue Regierung!,2021-06-28T11:00:31Z,other,-1,outlier
m0OtRpVh8ss,a_b,AfD TV,Spenden gegen grüne Kobolde!,2021-12-01T14:46:18Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
M1NlRAitsU4,a_b,AfD TV,AfD-Parteitag | Beatrix von Storchs Bewerbungsrede,2019-12-03T09:10:27Z,other,-1,outlier
m1OhR4pWuUQ,a_b,AfD TV,Jetzt Opposition spenden!,2022-05-31T09:37:24Z,other,17,"the, mikrofon, bitte, that, genossen, partei, you, and"
m1xm2mPsvTE,a_b,AfD TV,"Krieg in der Ukraine. Rüdiger Lucassen, Oberst a. D. der Bundeswehr, hat klare Ansichten dazu!",2022-03-01T12:00:16Z,other,5,"russland, ukraine, krieg, russischen, russlanddeutschen, putin, bundesregierung, damen"
M1xySs_ZTXk,a_b,AfD TV,Bundespolizist packt aus: Der große Grenzbetrug! - Trailer - AfD TV,2025-05-23T16:06:46Z,migration,1,"migranten, migration, flüchtlinge, deutschland, asyl, asylbewerber, grenzen, eu"
m2-7FTDEKbU,a_b,AfD-Fraktion Bundestag,Frauenquoten ist verfassungswidrig! - Marc Jongen - AfD-Fraktion im Bundestag,2021-03-01T16:00:15Z,other,10,"frauen, geschlecht, männer, gewalt, frauenhaus, rudi, äh, genossen"
M255Uh6QHpE,a_b,AfD-Fraktion Bundestag,Haushalt lässt Transparenz vermissen! - Wolfgang Wiehle - AfD-Fraktion im Bundestag,2022-09-12T12:00:13Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
M2MaqBT-mKw,a_b,AfD-Fraktion Bundestag,Eklat im Bundestag bei Rede von Beatrix von Storch zum Selbstbestimmungsgesetz! - AfD-Fraktion,2023-11-16T09:24:54Z,other,10,"frauen, geschlecht, männer, gewalt, frauenhaus, rudi, äh, genossen"
M2zXkc3eJz8,a_b,AfD TV,Klaus Herrmann zur notwendigen steuerlichen Entlastung von Familien,2021-04-22T10:10:00Z,other,-1,outlier
m305FvvN9J0,a_b,AfD-Fraktion Bundestag,Für uns ist jedes Leben wertvoll! - Thomas Dietz - AfD-Fraktion im Bundestag,2024-04-25T07:00:23Z,other,2,"impfung, corona, impfpflicht, patienten, virus, lauterbach, impfen, impfstoff"
M33rANwIOPE,a_b,AfD-Fraktion Bundestag,"""Diese EU befeuert die gigantische Flüchtlingskrise!"" - Kay Gottschalk - Troisdorf 18.06.",2019-06-20T11:40:19Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
m3Cy8c_ml20,a_b,AfD-Fraktion Bundestag,Häusliche Pflege finanziell fördern! - Jörg Schneider - AfD-Fraktion im Bundestag,2019-02-15T12:15:59Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
m3FHj3CNXek,a_b,AfD-Fraktion Bundestag,Stellenwert des Sports vorantreiben! - Jörn König - AfD-Fraktion im Bundestag,2022-09-27T12:00:25Z,other,32,"sport, sportler, olympia, liebe sportler, sports, fußball, pauli, spiele"
m3JgdtZ4Uew,a_b,AfD-Fraktion Bundestag,Viele Betriebe werden das nicht überleben! Ulrike Schielke-Ziesing - AfD-Fraktion im Bundestag,2022-03-25T09:25:54Z,climate,3,"co2, strom, klima, energie, energiewende, gas, kernenergie, euro"
M3mz49LH_h4,a_b,AfD TV,AfD-Mann zerlegt Ökosozialisten!,2021-07-02T15:00:07Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
m3qdpbwPCxU,a_b,AfD-Fraktion Bundestag,AfD-Fraktion vor Ort: Bürgerdialog mit Tino Chrupalla in Forst (Lausitz)!,2024-05-01T16:00:39Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
m3w6CrFQ0rU,a_b,AfD-Fraktion Bundestag,Internationale Pressekonferenz zur energiepolitischen Lage in Europa - AfD-Fraktion im Bundestag,2022-09-26T15:00:22Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
M4eaVsoKJGw,a_b,AfD-Fraktion Bundestag,Sanktionen: Kollektive Bestrafung darf es nicht geben! Jörn König - AfD-Fraktion im Bundestag,2022-05-23T12:00:59Z,other,-1,outlier
m4eWNVDL3XU,a_b,AfD TV,❝Rathaus Münster gehört heute der AfD.❞ | M. Schiller,2019-02-26T12:50:49Z,other,0,"natürlich, äh, ja, immer, mal, ganz, partei, ähm"
M4hYZOhRYnE,a_b,AfD TV,Stephan Brandner zum AfD-Wahlprogramm für die Bundestagswahl,2021-04-19T16:30:03Z,other,-1,outlier
m5cQar1oib4,a_b,AfD-Fraktion Bundestag,So dreist verteilt die Ampel Steuergelder in alle Welt! - Rainer Kraft - AfD-Fraktion im Bundestag,2024-01-19T11:00:42Z,other,-1,outlier
m5IyarqQ7fA,a_b,AfD TV,"Nicht Corona hat die Kinder krank gemacht, das waren Sie alle!",2023-12-04T13:00:44Z,other,-1,outlier
M67olMVhnKQ,a_b,AfD TV,Heizungsgesetz: Der nächste CDU-Wahlbetrug!,2025-02-27T15:57:00Z,other,-1,outlier
M6_Ljqn6IDQ,a_b,AfD-Fraktion Bundestag,Strategische Autonomie für Europa mit Hilfe der NATO!  Gerold Otten - AfD-Fraktion im Bundestag,2024-07-07T07:00:10Z,other,13,"kosovo, ukraine, soldaten, bundeswehr, nato, waffen, bosnien, einsatz"
M6CFSbZPKo8,a_b,AfD-Fraktion Bundestag,Deutschland lebt in Corona-Hysterie statt in Corona-Strategie - AfD-Fraktion im Bundestag,2021-03-01T12:00:07Z,other,-1,outlier
M6HxyKDS4iE,a_b,AfD-Fraktion Bundestag,Ihre Multikulti-Politik ist krachend gescheitert! - Frank Pasemann - AfD-Fraktion im Bundestag,2020-11-10T18:00:03Z,other,6,"digitalisierung, internet, digitale, digitalen, netz, daten, digitalstrategie, wlan"
m6MprcWI_6Y,a_b,AfD-Fraktion Bundestag,Asyl: Doppelter Beschiss statt Fachkräfte-Einwanderung! Nicole Höchst - AfD-Fraktion im Bundestag,2024-02-28T13:00:43Z,other,-1,outlier
m6tghCwGDvA,a_b,AfD-Fraktion Bundestag,Regierung muss Petitionsausschuss endlich ernst nehmen! - Detlev Spangenberg - AfD-Fraktion,2019-05-15T16:26:24Z,other,-1,outlier
M7_skLdQvII,a_b,AfD-Fraktion Bundestag,Arbeitslosenvermittlung: Der Berg kreißte und gebar eine Maus! - Gerrit Huy - AfD-Fraktion,2023-05-02T09:00:11Z,other,-1,outlier
M7fkL_Crq8c,a_b,AfD-Fraktion Bundestag,Unser Dank gilt allen ehrenamtlichen Helfern des THW! - Jochen Haug - AfD-Fraktion im Bundestag,2020-03-06T14:32:36Z,other,-1,outlier
m7GgPCA60e0,a_b,AfD-Fraktion Bundestag,Es werden nur die Interessen von Funktionären bedient! - Thomas Seitz - AfD-Fraktion im Bundestag,2022-12-05T16:00:18Z,other,-1,outlier
